Name;Families;;
Lambya;Niger-Congo;;
Lame;Niger-Congo;;
Lamenu;Austronesian;;
Lamja-Dengsa-Tola;Niger-Congo;;
Lamkang;Sino-Tibetan;;
Lamnsoʼ;Niger-Congo;;
Lamogai;Austronesian;;
Lampung Api;Austronesian;;
Lampung Nyo;Austronesian;;
Lamu;Sino-Tibetan;;
Landoma;Niger-Congo;;
Lang’e;Sino-Tibetan;;
Langbashe;Niger-Congo;;
Lango;Nilo-Saharan;;
Lango;Nilo-Saharan;;
Lanima;Australian;;
Lanoh;Austro-Asiatic;;
Lao;Kra-Dai;;
Laomian;Sino-Tibetan;;
Laopang;Sino-Tibetan;;
Laragia;Australian;;
Lardil;Australian;;
Larevat;Austronesian;;
Lari;Indo-European;;
Larike-Wakasihu;Austronesian;;
Laro;Niger-Congo;;
Larteh;Niger-Congo;;
Laru;Niger-Congo;;
Lasalimu;Austronesian;;
Lasgerdi;Indo-European;;
Lasi;Indo-European;;
Latgalian;Indo-European;;
Latin;Indo-European;;
Latu;Austronesian;;
Latundê;Nambikwara;;
Latvian, Standard;Indo-European;;
Lau;Austronesian;;
Laua;Trans-New Guinea;;
Lauan;Austronesian;;
Lauje;Austronesian;;
Laurentian;Iroquoian;;
Lavatbura-Lamusong;Austronesian;;
Laven;Austro-Asiatic;;
Lavi;Austro-Asiatic;;
Lavrung;Sino-Tibetan;;
Lavukaleve;Central Solomons;;
Lawa, Eastern;Austro-Asiatic;;
Lawa, Western;Austro-Asiatic;;
Lawangan;Austronesian;;
Lawu;Sino-Tibetan;;
Lawunuia;Austronesian;;
Layakha;Sino-Tibetan;;
Laz;Kartvelian;;
Leco;Language isolate;;
Leelau;Niger-Congo;;
Leeward Caribbean English Creole;Creole;;
Lefa;Niger-Congo;;
Lega-Mwenga;Niger-Congo;;
Lega-Shabunda;Niger-Congo;;
Legbo;Niger-Congo;;
Legenyem;Austronesian;;
Lehali;Austronesian;;
Leipon;Austronesian;;
Lelak;Austronesian;;
Lele;Afro-Asiatic;;
Lele;Austronesian;;
Lele;Niger-Congo;;
Lele;Niger-Congo;;
Lelemi;Niger-Congo;;
Lelepa;Austronesian;;
Lembena;Trans-New Guinea;;
Lemerig;Austronesian;;
Lemio;Trans-New Guinea;;
Lemoro;Niger-Congo;;
Lenca;Lencan;;
Lendu;Nilo-Saharan;;
Lengilu;Austronesian;;
Lengo;Austronesian;;
Lengola;Niger-Congo;;
Leningitij;Australian;;
Lenje;Niger-Congo;;
Lenkau;Austronesian;;
Lenyima;Niger-Congo;;
Lepcha;Sino-Tibetan;;
Lepki;Unclassified;;
Lere;Niger-Congo;;
Lese;Nilo-Saharan;;
Lesser Antillean French Creole;Creole;;
Letemboi;Austronesian;;
Leti;Austronesian;;
Leti;Niger-Congo;;
Levuka;Austronesian;;
Lewo;Austronesian;;
Lewoeleng;Austronesian;;
Lewotobi;Austronesian;;
Leyigha;Niger-Congo;;
Lezgi;Nakh-Daghestanian;;
Lhao Vo;Sino-Tibetan;;
Lhokpu;Sino-Tibetan;;
Lhomi;Sino-Tibetan;;
Lhowa;Sino-Tibetan;;
Li’o;Austronesian;;
Liabuku;Austronesian;;
Liana-Seti;Austronesian;;
Liberian English;Pidgin;;
Libido;Afro-Asiatic;;
Libinza;Niger-Congo;;
Lidzonka;Niger-Congo;;
Ligbi;Niger-Congo;;
Ligenza;Niger-Congo;;
Ligurian;Indo-European;;
Lihir;Austronesian;;
Lik;Trans-New Guinea;;
Lika;Niger-Congo;;
Liki;Austronesian;;
Likila;Niger-Congo;;
Likuba;Niger-Congo;;
Likum;Austronesian;;
Likwala;Niger-Congo;;
Lilau;Torricelli;;
Lillooet;Salish;;
Limassa;Niger-Congo;;
Limba, East;Niger-Congo;;
Limba, West-Central;Niger-Congo;;
Limbu;Sino-Tibetan;;
Limbum;Niger-Congo;;
Limburgish;Indo-European;;
Limi;Sino-Tibetan;;
Limilngan;Australian;;
Limola;Austronesian;;
Lingala;Niger-Congo;;
Lingao;Kra-Dai;;
Lingua Franca;Pidgin;;
Lipo;Sino-Tibetan;;
Lisabata-Nuniali;Austronesian;;
Lisela;Austronesian;;
Lish;Sino-Tibetan;;
Lishán Noshan;Afro-Asiatic;;
Lishana Deni;Afro-Asiatic;;
Lisu;Sino-Tibetan;;
Lithuanian;Indo-European;;
Litzlitz;Austronesian;;
Liv;Uralic;;
Livvi-Karelian;Uralic;;
Lo-Toga;Austronesian;;
Loarki;Indo-European;;
Lobala;Niger-Congo;;
Lobi;Niger-Congo;;
Lobu, Lanas;Austronesian;;
Lobu, Tampias;Austronesian;;
Lodhi;Indo-European;;
Logba;Niger-Congo;;
Logir;Nilo-Saharan;;
Logo;Nilo-Saharan;;
Logol;Niger-Congo;;
Logorik;Nilo-Saharan;;
Lohar, Gade;Indo-European;;
Lohar, Lahul;Indo-European;;
Lohorung;Sino-Tibetan;;
Lokaa;Niger-Congo;;
Loko;Niger-Congo;;
Lokoya;Nilo-Saharan;;
Lola;Austronesian;;
Lolak;Austronesian;;
Lole;Austronesian;;
Lolo;Niger-Congo;;
Loloda;West Papuan;;
Lolopo;Sino-Tibetan;;
Lolopo, Southern;Sino-Tibetan;;
Loma;Niger-Congo;;
Loma;Niger-Congo;;
Lomaiviti;Austronesian;;
Lomavren;Mixed language;;
Lombard;Indo-European;;
Lombi;Nilo-Saharan;;
Lombo;Niger-Congo;;
Lomwe;Niger-Congo;;
Lomwe, Malawi;Niger-Congo;;
Long Wat;Austronesian;;
Longgu;Austronesian;;
Longto;Niger-Congo;;
Loniu;Austronesian;;
Lonwolwol;Austronesian;;
Lonzo;Niger-Congo;;
Loo;Niger-Congo;;
Lopa;Niger-Congo;;
Lopi;Sino-Tibetan;;
Lopit;Nilo-Saharan;;
Lorang;Austronesian;;
Lorediakarkar;Austronesian;;
Lote;Austronesian;;
Lotud;Austronesian;;
Lou;Austronesian;;
Louisiana Creole;Creole;;
Loun;Austronesian;;
Loup A;Algic;;
Loup B;Algic;;
Loura;Austronesian;;
Lovono;Austronesian;;
Lower Burdekin;Australian;;
Lower Nossob;Tuu;;
Löyöp;Austronesian;;
Lozi;Niger-Congo;;
Lü;Kra-Dai;;
Luang;Austronesian;;
Luba-Kasai;Niger-Congo;;
Luba-Katanga;Niger-Congo;;
Lubila;Niger-Congo;;
Lubu;Austronesian;;
Luchazi;Niger-Congo;;
Lucumi;Niger-Congo;;
Ludian;Uralic;;
Lufu;Unclassified;;
Lugbara;Nilo-Saharan;;
Luguru;Niger-Congo;;
Luhu;Austronesian;;
Luidakho-Luisukha-Lutirichi;Niger-Congo;;
Luimbi;Niger-Congo;;
Luiseño;Uto-Aztecan;;
Lukabaras;Niger-Congo;;
Lukpa;Niger-Congo;;
Lule;Unclassified;;
Lulogooli;Niger-Congo;;
Lumbu;Niger-Congo;;
Lumun;Niger-Congo;;
Luna;Niger-Congo;;
Lunanakha;Sino-Tibetan;;
Lunda;Niger-Congo;;
Lundayeh;Austronesian;;
Lungga;Austronesian;;
Luri;Afro-Asiatic;;
Luri, Northern;Indo-European;;
Luri, Southern;Indo-European;;
Lusengo;Niger-Congo;;
Lushootseed;Salish;;
Lusi;Austronesian;;
Lutachoni;Niger-Congo;;
Luto;Nilo-Saharan;;
Luvale;Niger-Congo;;
Luwati;Indo-European;;
Luwo;Nilo-Saharan;;
Luxembourgish;Indo-European;;
Luyana;Niger-Congo;;
Lwalu;Niger-Congo;;
Lwel;Niger-Congo;;
Lyélé;Niger-Congo;;
Lyngngam;Austro-Asiatic;;
M’we;Niger-Congo;;
Ma;Trans-New Guinea;;
Ma Manda;Trans-New Guinea;;
Ma’anyan;Austronesian;;
Ma’di;Nilo-Saharan;;
Ma’di, Southern;Nilo-Saharan;;
Ma’ya;Austronesian;;
Maa;Austro-Asiatic;;
Maaka;Afro-Asiatic;;
Maan;Niger-Congo;;
Maasai;Nilo-Saharan;;
Maay;Afro-Asiatic;;
Maba;Austronesian;;
Maba;Nilo-Saharan;;
Mabaale;Niger-Congo;;
Mabaan;Nilo-Saharan;;
Mabire;Afro-Asiatic;;
Macaguaje;Tucanoan;;
Macaguán;Guajiboan;;
Macanese;Creole;;
Macedonian;Indo-European;;
Machame;Niger-Congo;;
Machinere;Maipurean;;
Machinga;Niger-Congo;;
Maco;Sálivan;;
Macuna;Tucanoan;;
Macushi;Cariban;;
Mada;Afro-Asiatic;;
Mada;Niger-Congo;;
Madak;Austronesian;;
Madhi Madhi;Australian;;
Madi;Niger-Congo;;
Madi;Trans-New Guinea;;
Madura;Austronesian;;
Mae;Austronesian;;
Maewo, Central;Austronesian;;
Mafa;Afro-Asiatic;;
Mafea;Austronesian;;
Magahi;Indo-European;;
Magar, Eastern;Sino-Tibetan;;
Magar, Western;Sino-Tibetan;;
Mághdì;Niger-Congo;;
Magi;Trans-New Guinea;;
Magiyi;Trans-New Guinea;;
Magɨ;Trans-New Guinea;;
Magoma;Niger-Congo;;
Magori;Austronesian;;
Maguindanaon;Austronesian;;
Mah Meri;Austro-Asiatic;;
Mahali;Austro-Asiatic;;
Mahican;Algic;;
Mahongwe;Niger-Congo;;
Mahou;Niger-Congo;;
Mai Brat;Maybrat;;
Maia;Trans-New Guinea;;
Maiadomu;Austronesian;;
Maiani;Trans-New Guinea;;
Maidu, Northeast;Maiduan;;
Maidu, Northwest;Maiduan;;
Maidu, Valley;Maiduan;;
Maii;Austronesian;;
Maijuna;Tucanoan;;
Maindo;Niger-Congo;;
Mairasi;Mairasi;;
Maisin;Austronesian;;
Maithili;Indo-European;;
Maiwa;Austronesian;;
Maiwa;Trans-New Guinea;;
Maiwala;Austronesian;;
Majang;Nilo-Saharan;;
Majera;Afro-Asiatic;;
Majhi;Indo-European;;
Majhwar;Unclassified;;
Mak;Kra-Dai;;
Mak;Niger-Congo;;
Maka;Matacoan;;
Makaa;Niger-Congo;;
Makah;Wakashan;;
Makalero;Trans-New Guinea;;
Makasae;Trans-New Guinea;;
Makasar;Austronesian;;
Makayam;Trans-New Guinea;;
Makhuwa;Niger-Congo;;
Makhuwa-Marrevone;Niger-Congo;;
Makhuwa-Meetto;Niger-Congo;;
Makhuwa-Moniga;Niger-Congo;;
Makhuwa-Saka;Niger-Congo;;
Makhuwa-Shirima;Niger-Congo;;
Makian, East;Austronesian;;
Makian, West;West Papuan;;
Maklew;South-Central Papuan;;
Makolkol;East New Britain;;
Makonde;Niger-Congo;;
Máku;Language isolate;;
Makuráp;Tupian;;
Makuva;Austronesian;;
Makwe;Niger-Congo;;
Mal;Austro-Asiatic;;
Mal Paharia;Indo-European;;
Mala;Austronesian;;
Mala;Trans-New Guinea;;
Mala Malasar;Dravidian;;
Malaccan Malay Creole;Creole;;
Malaccan Portuguese Creole;Creole;;
Malagasy, Antankarana;Austronesian;;
Malagasy, Bara;Austronesian;;
Malagasy, Masikoro;Austronesian;;
Malagasy, Merina;Austronesian;;
Malagasy, Northern Betsimisaraka;Austronesian;;
Malagasy, Sakalava;Austronesian;;
Malagasy, Southern Betsimisaraka;Austronesian;;
Malagasy, Tandroy-Mahafaly;Austronesian;;
Malagasy, Tanosy;Austronesian;;
Malagasy, Tesaka;Austronesian;;
Malagasy, Tsimihety;Austronesian;;
Malak Malak;Australian;;
Malango;Austronesian;;
Malankuravan;Dravidian;;
Malapandaram;Dravidian;;
Malaryan;Dravidian;;
Malasar;Dravidian;;
Malavedan;Dravidian;;
Malay;Austronesian;;
Malay;Austronesian;;
Malay, Ambonese;Creole;;
Malay, Baba;Creole;;
Malay, Bacanese;Austronesian;;
Malay, Balinese;Creole;;
Malay, Banda;Creole;;
Malay, Berau;Austronesian;;
Malay, Bukit;Austronesian;;
Malay, Central;Austronesian;;
Malay, Cocos Islands;Creole;;
Malay, Jambi;Austronesian;;
Malay, Kedah;Austronesian;;
Malay, Kota Bangun Kutai;Austronesian;;
Malay, Kupang;Creole;;
Malay, Larantuka;Creole;;
Malay, Manado;Creole;;
Malay, North Moluccan;Creole;;
Malay, Papuan;Creole;;
Malay, Pattani;Austronesian;;
Malay, Sabah;Austronesian;;
Malay, Standard;Austronesian;;
Malay, Tenggarong Kutai;Austronesian;;
Malayalam;Dravidian;;
Malayic Dayak;Austronesian;;
Malaynon;Austronesian;;
Maldivian;Indo-European;;
Male;Afro-Asiatic;;
Malecite-Passamaquoddy;Algic;;
Malei;Austronesian;;
Maléku Jaíka;Chibchan;;
Maleng;Austro-Asiatic;;
Maleu-Kilenge;Austronesian;;
Malgana;Australian;;
Malgbe;Afro-Asiatic;;
Mali;East New Britain;;
Malila;Niger-Congo;;
Malimpung;Austronesian;;
Malo;Austronesian;;
Malol;Austronesian;;
Maltese;Afro-Asiatic;;
Malua Bay;Austronesian;;
Malvi;Indo-European;;
Malyangapa;Australian;;
Mam;Mayan;;
Mama;Niger-Congo;;
Mamaindê;Nambikwara;;
Mamasa;Austronesian;;
Mambae;Austronesian;;
Mambai;Niger-Congo;;
Mambila, Cameroon;Niger-Congo;;
Mambila, Nigeria;Niger-Congo;;
Mamboru;Austronesian;;
Mambwe-Lungu;Niger-Congo;;
Mampruli;Niger-Congo;;
Mamuju;Austronesian;;
Mamulique;Comecrudan;;
Mamusi;Austronesian;;
Mamvu;Nilo-Saharan;;
Man Met;Austro-Asiatic;;
Manam;Austronesian;;
Manambu;Sepik;;
Manangkari;Australian;;
Manat;Trans-New Guinea;;
Manchu;Tungusic;;
Mand;Trans-New Guinea;;
Manda;Australian;;
Manda;Dravidian;;
Manda;Niger-Congo;;
Mandahuaca;Maipurean;;
Mandaic, Classical;Afro-Asiatic;;
Mandan;Siouan-Catawban;;
Mandandanyi;Australian;;
Mandar;Austronesian;;
Mandara;Austronesian;;
Mandari;Nilo-Saharan;;
Mandaya;Austronesian;;
Mandeali;Indo-European;;
Mander;Tor-Kwerba;;
Mandinka;Niger-Congo;;
Mandja;Niger-Congo;;
Mandjak;Niger-Congo;;
Mandobo Atas;Trans-New Guinea;;
Mandobo Bawah;Trans-New Guinea;;
Manem;Border;;
Manep;Trans-New Guinea;;
Mang;Austro-Asiatic;;
Mangala;Australian;;
Mangareva;Austronesian;;
Mangarrayi;Australian;;
Mangayat;Niger-Congo;;
Mangbetu;Nilo-Saharan;;
Mangbutu;Nilo-Saharan;;
Mangerr;Australian;;
Manggarai;Austronesian;;
Mango;Nilo-Saharan;;
Mangole;Austronesian;;
Mangseng;Austronesian;;
Mangue;Unclassified;;
Manide;Austronesian;;
Maninka, Sankaran;Niger-Congo;;
Maninkakan, Eastern;Niger-Congo;;
Maninkakan, Kita;Niger-Congo;;
Maninkakan, Western;Niger-Congo;;
Manipa;Austronesian;;
Mankanya;Niger-Congo;;
Mankiyali;Indo-European;;
Mankong;Niger-Congo;;
Manna-Dora;Dravidian;;
Mannan;Dravidian;;
Manobo, Agusan;Austronesian;;
Manobo, Ata;Austronesian;;
Manobo, Cotabato;Austronesian;;
Manobo, Dibabawon;Austronesian;;
Manobo, Ilianen;Austronesian;;
Manobo, Kinamiging;Austronesian;;
Manobo, Matigsalug;Austronesian;;
Manobo, Obo;Austronesian;;
Manobo, Rajah Kabunsuwan;Austronesian;;
Manobo, Sarangani;Austronesian;;
Manobo, Western Bukidnon;Austronesian;;
Manombai;Austronesian;;
Mansaka;Austronesian;;
Mansi;Afro-Asiatic;;
Mansi;Uralic;;
Mansoanka;Niger-Congo;;
Manta;Niger-Congo;;
Mantsi;Sino-Tibetan;;
Manx;Indo-European;;
Manya;Niger-Congo;;
Manyawa;Niger-Congo;;
Manyika;Niger-Congo;;
Maonan;Kra-Dai;;
Maori;Austronesian;;
Mape;Trans-New Guinea;;
Mapena;Trans-New Guinea;;
Mapia;Austronesian;;
Mapidian;Maipurean;;
Mapoyo;Cariban;;
Mapudungun;Mapudungu;;
Mapun;Austronesian;;
Maquiritari;Cariban;;
Mara;Sino-Tibetan;;
Maraghei;Indo-European;;
Maragus;Austronesian;;
Maranao;Austronesian;;
Marangis;Ramu-Lower Sepik;;
Maranunggu;Australian;;
Mararit;Nilo-Saharan;;
Marathi;Indo-European;;
Marau;Austronesian;;
Marba;Afro-Asiatic;;
Marenje;Niger-Congo;;
Marfa;Nilo-Saharan;;
Margany;Australian;;
Marghi Central;Afro-Asiatic;;
Marghi South;Afro-Asiatic;;
Margu;Australian;;
Mari;Austronesian;;
Mari;Sepik;;
Mari, Hill;Uralic;;
Mari, Meadow;Uralic;;
Maria;Dravidian;;
Maria;Trans-New Guinea;;
Maria, Dandami;Dravidian;;
Maricopa;Cochimí-Yuman;;
Maridan;Australian;;
Maridjabin;Australian;;
Marik;Austronesian;;
Marimanindji;Australian;;
Marind;Trans-New Guinea;;
Marind, Bian;Trans-New Guinea;;
Maring;Trans-New Guinea;;
Maringarr;Australian;;
Marino;Austronesian;;
Mariri;Austronesian;;
Maritsauá;Tupian;;
Mariyedi;Australian;;
Marka;Niger-Congo;;
Markweeta;Nilo-Saharan;;
Marma;Sino-Tibetan;;
Marovo;Austronesian;;
Marquesan, North;Austronesian;;
Marquesan, South;Austronesian;;
Marra;Australian;;
Marriammu;Australian;;
Marrithiyel;Australian;;
Marshallese;Austronesian;;
Marti Ke;Australian;;
Martu Wangka;Australian;;
Martuyhunira;Australian;;
Marubo;Panoan;;
Marwari;Indo-European;;
Marwari;Indo-European;;
Masaaba;Niger-Congo;;
Masalit;Nilo-Saharan;;
Masana;Afro-Asiatic;;
Masbatenyo;Austronesian;;
Masela, Central;Austronesian;;
Masela, East;Austronesian;;
Masela, West;Austronesian;;
Mashco Piro;Maipurean;;
Mashi;Niger-Congo;;
Mashi;Niger-Congo;;
Masimasi;Austronesian;;
Masiwang;Austronesian;;
Maskelynes;Austronesian;;
Maslam;Afro-Asiatic;;
Masmaje;Afro-Asiatic;;
Massalat;Nilo-Saharan;;
Massep;Language isolate;;
Matagalpa;Misumalpan;;
Matal;Afro-Asiatic;;
Matambwe;Niger-Congo;;
Matbat;Austronesian;;
Matengo;Niger-Congo;;
Matepi;Trans-New Guinea;;
Mateq;Austronesian;;
Matipuhy;Cariban;;
Matís;Panoan;;
Matlatzinca, Atzingo;Otomanguean;;
Matlatzinca, San Francisco;Otomanguean;;
Matngala;Australian;;
Mato;Austronesian;;
Mator;Uralic;;
Matses;Panoan;;
Matsigenka;Maipurean;;
Matsuva;Afro-Asiatic;;
Mattokki;Nilo-Saharan;;
Mattole;Eyak-Athabaskan;;
Matukar Panau;Austronesian;;
Matumbi;Niger-Congo;;
Maung;Australian;;
Mauwake;Trans-New Guinea;;
Mawa;Afro-Asiatic;;
Mawa;Afro-Asiatic;;
Mawak;Trans-New Guinea;;
Mawan;Trans-New Guinea;;
Mawayana;Maipurean;;
Mawchi;Indo-European;;
Mawes;Language isolate;;
Mawes Aasse;Afro-Asiatic;;
Maxakalí;Maxakalian;;
Maya, Mopán;Mayan;;
Maya, Yucatec;Mayan;;
Mayaguduna;Australian;;
Mayangna;Misumalpan;;
Mayawali;Australian;;
Mayeka;Niger-Congo;;
Mayi-Kulan;Australian;;
Mayi-Thakurti;Australian;;
Mayi-Yapi;Australian;;
Mayo;Uto-Aztecan;;
Mayogo;Niger-Congo;;
Mazagway-Hidi;Afro-Asiatic;;
Mazahua, Central;Otomanguean;;
Mazahua, Michoacán;Otomanguean;;
Mazandarani;Indo-European;;
Mazatec, Ayautla;Otomanguean;;
Mazatec, Chiquihuitlán;Otomanguean;;
Mazatec, Huautla;Otomanguean;;
Mazatec, Ixcatlán;Otomanguean;;
Mazatec, Jalapa de Díaz;Otomanguean;;
Mazatec, Mazatlán;Otomanguean;;
Mazatec, Puebla and Northeastern;Otomanguean;;
Mazatec, San Jerónimo Tecóatl;Otomanguean;;
Mazatec, Soyaltepec;Otomanguean;;
Mba;Niger-Congo;;
Mbala;Niger-Congo;;
Mbalanhu;Niger-Congo;;
Mbandja;Niger-Congo;;
Mbangala;Niger-Congo;;
Mbangi;Niger-Congo;;
Mbangwe;Niger-Congo;;
Mbara;Afro-Asiatic;;
Mbara;Australian;;
Mbariman-Gudhinma;Australian;;
Mbat;Niger-Congo;;
Mbati;Niger-Congo;;
Mbay;Nilo-Saharan;;
Mbe;Niger-Congo;;
Mbelime;Niger-Congo;;
Mbembe, Cross River;Niger-Congo;;
Mbembe, Tigon;Niger-Congo;;
Mbere;Niger-Congo;;
Mbesa;Niger-Congo;;
Mbessa;Niger-Congo;;
Mbo;Niger-Congo;;
Mbo;Niger-Congo;;
Mbo’;Niger-Congo;;
Mboi;Niger-Congo;;
Mboko;Niger-Congo;;
Mbole;Niger-Congo;;
Mbonga;Niger-Congo;;
Mbongno;Niger-Congo;;
Mbore;Ramu-Lower Sepik;;
Mbosi;Niger-Congo;;
Mbowe;Niger-Congo;;
Mbre;Niger-Congo;;
Mbudum;Afro-Asiatic;;
Mbugu;Mixed language;;
Mbugwe;Niger-Congo;;
Mbuk;Niger-Congo;;
Mbuko;Afro-Asiatic;;
Mbukushu;Niger-Congo;;
Mbula;Austronesian;;
Mbula-Bwazza;Niger-Congo;;
Mbule;Niger-Congo;;
Mbulungish;Niger-Congo;;
Mbum;Niger-Congo;;
Mbunda;Niger-Congo;;
Mbunga;Niger-Congo;;
Mbuun;Niger-Congo;;
Mbwela;Niger-Congo;;
Me’en;Nilo-Saharan;;
Me’phaa, Acatepec;Otomanguean;;
Me’phaa, Azoyú;Otomanguean;;
Me’phaa, Malinaltepec;Otomanguean;;
Me’phaa, Tlacoapa;Otomanguean;;
Meänkieli;Uralic;;
Medebur;Austronesian;;
Media Lengua;Mixed language;;
Medumba;Niger-Congo;;
Mefele;Afro-Asiatic;;
Megam;Sino-Tibetan;;
Mehek;Sepik;;
Mehináku;Maipurean;;
Mehri;Afro-Asiatic;;
Meitei;Sino-Tibetan;;
Mekeo;Austronesian;;
Mekmek;Yuat;;
Mekwei;Nimboran;;
Mel-Khaonh;Austro-Asiatic;;
Melanau, Central;Austronesian;;
Melanau, Kanowit-Tanjong;Austronesian;;
Melanau, Matu Daro;Austronesian;;
Melanau, Sibu;Austronesian;;
Mele-Fila;Austronesian;;
Melo;Afro-Asiatic;;
Melpa;Trans-New Guinea;;
Memoni;Indo-European;;
Mendankwe-Nkwen;Niger-Congo;;
Mende;Niger-Congo;;
Mende;Sepik;;
Mendenkye;Niger-Congo;;
Mengaka;Niger-Congo;;
Mengambo;Niger-Congo;;
Mengen;Austronesian;;
Mengisa;Niger-Congo;;
Ménik;Niger-Congo;;
Menka;Niger-Congo;;
Menominee;Algic;;
Mentawai;Austronesian;;
Menya;Trans-New Guinea;;
Meoswar;Austronesian;;
Mer;Mairasi;;
Meramera;Austronesian;;
Mercheros;Unclassified;;
Merei;Austronesian;;
Merey;Afro-Asiatic;;
Meriam Mir;Eastern Trans-Fly;;
Merwari;Indo-European;;
Mesaka;Niger-Congo;;
Mesem;Trans-New Guinea;;
Meskwaki;Algic;;
Mesme;Afro-Asiatic;;
Mesmes;Afro-Asiatic;;
Mesqan;Afro-Asiatic;;
Meta’;Niger-Congo;;
Mevembet;Sepik;;
Mewahang, Eastern;Sino-Tibetan;;
Mewahang, Western;Sino-Tibetan;;
Mewari;Indo-European;;
Mewati;Indo-European;;
Meyah;East Bird’s Head-Sentani;;
Mfinu;Niger-Congo;;
Mfumte;Niger-Congo;;
Mgbolizhia;Niger-Congo;;
Mi’kmaq;Algic;;
Miami;Algic;;
Mian;Trans-New Guinea;;
Miani;Trans-New Guinea;;
Miao, Central Huishui;Hmong-Mien;;
Miao, Central Mashan;Hmong-Mien;;
Miao, Chuanqiandian Cluster;Hmong-Mien;;
Miao, Eastern Huishui;Hmong-Mien;;
Miao, Eastern Qiandong;Hmong-Mien;;
Miao, Eastern Xiangxi;Hmong-Mien;;
Miao, Horned;Hmong-Mien;;
Miao, Large Flowery;Hmong-Mien;;
Miao, Luopohe;Hmong-Mien;;
Miao, Northern Guiyang;Hmong-Mien;;
Miao, Northern Huishui;Hmong-Mien;;
Miao, Northern Mashan;Hmong-Mien;;
Miao, Northern Qiandong;Hmong-Mien;;
Miao, Small Flowery;Hmong-Mien;;
Miao, Southern Guiyang;Hmong-Mien;;
Miao, Southern Mashan;Hmong-Mien;;
Miao, Southern Qiandong;Hmong-Mien;;
Miao, Southwestern Guiyang;Hmong-Mien;;
Miao, Southwestern Huishui;Hmong-Mien;;
Miao, Western Mashan;Hmong-Mien;;
Miao, Western Xiangxi;Hmong-Mien;;
Michif;Mixed language;;
Michigamea;Siouan-Catawban;;
Midob;Nilo-Saharan;;
Migaama;Afro-Asiatic;;
Migabac;Trans-New Guinea;;
Migili;Niger-Congo;;
Migum;Trans-New Guinea;;
Miji;Sino-Tibetan;;
Miju-Mishmi;Sino-Tibetan;;
Mikasuki;Muskogean;;
Mili;Sino-Tibetan;;
Miltu;Afro-Asiatic;;
Miluk;Coosan;;
Mina;Afro-Asiatic;;
Minamanwa;Austronesian;;
Minang;Australian;;
Minangkabau;Austronesian;;
Minanibai;Trans-New Guinea;;
Minaveha;Austronesian;;
Mindat;Afro-Asiatic;;
Minderico;Indo-European;;
Mindiri;Austronesian;;
Mingang Doso;Niger-Congo;;
Mingrelian;Kartvelian;;
Miniafia Oyan;Austronesian;;
Minidien;Torricelli;;
Minigir;Austronesian;;
Minjungbal;Australian;;
Minkin;Australian;;
Minokok;Austronesian;;
Minriq;Austro-Asiatic;;
Mintil;Austro-Asiatic;;
Minyag, Eastern;Sino-Tibetan;;
Minyag, Western;Sino-Tibetan;;
Miqie;Sino-Tibetan;;
Mirandese;Indo-European;;
Mirgan;Indo-European;;
Miriti;Tucanoan;;
Miriwoong;Australian;;
Mirning;Australian;;
Misak;Paezan;;
Miship;Afro-Asiatic;;
Misima-Panaeati;Austronesian;;
Mising;Sino-Tibetan;;
Mískito;Misumalpan;;
Mittu;Nilo-Saharan;;
Mituku;Niger-Congo;;
Miu;Austronesian;;
Miwa;Australian;;
Miwok, Central Sierra;Miwok-Costanoan;;
Miwok, Coast;Miwok-Costanoan;;
Miwok, Lake;Miwok-Costanoan;;
Miwok, Northern Sierra;Miwok-Costanoan;;
Miwok, Plains;Miwok-Costanoan;;
Miwok, Southern Sierra;Miwok-Costanoan;;
Mixe, Coatlán;Mixe-Zoquean;;
Mixe, Isthmus;Mixe-Zoquean;;
Mixe, Juquila;Mixe-Zoquean;;
Mixe, Mazatlán;Mixe-Zoquean;;
Mixe, North Central;Mixe-Zoquean;;
Mixe, Quetzaltepec;Mixe-Zoquean;;
Mixe, Tlahuitoltepec;Mixe-Zoquean;;
Mixe, Totontepec;Mixe-Zoquean;;
Mixtec, Alacatlatzala;Otomanguean;;
Mixtec, Alcozauca;Otomanguean;;
Mixtec, Amoltepec;Otomanguean;;
Mixtec, Apasco-Apoala;Otomanguean;;
Mixtec, Atatlahuca;Otomanguean;;
Mixtec, Ayutla;Otomanguean;;
Mixtec, Cacaloxtepec;Otomanguean;;
Mixtec, Chayuco;Otomanguean;;
Mixtec, Chazumba;Otomanguean;;
Mixtec, Chigmecatitlán;Otomanguean;;
Mixtec, Coatzospan;Otomanguean;;
Mixtec, Cuyamecalco;Otomanguean;;
Mixtec, Diuxi-Tilantongo;Otomanguean;;
Mixtec, Huitepec;Otomanguean;;
Mixtec, Itundujia;Otomanguean;;
Mixtec, Ixtayutla;Otomanguean;;
Mixtec, Jamiltepec;Otomanguean;;
Mixtec, Juxtlahuaca;Otomanguean;;
Mixtec, Magdalena Peñasco;Otomanguean;;
Mixtec, Metlatónoc;Otomanguean;;
Mixtec, Mitlatongo;Otomanguean;;
Mixtec, Mixtepec;Otomanguean;;
Mixtec, Northern Tlaxiaco;Otomanguean;;
Mixtec, Northwest Oaxaca;Otomanguean;;
Mixtec, Ocotepec;Otomanguean;;
Mixtec, Peñoles;Otomanguean;;
